 X,Y,I,J,MAX1H,NSUP1H,EPISODES,DURMAX
   739991.,  5085195., 50, 78,      5.789E-01,     0,     0,    0.
   739991.,  5085245., 50, 79,      5.342E-01,     0,     0,    0.
   739991.,  5085295., 50, 80,      4.924E-01,     0,     0,    0.
   739991.,  5085345., 50, 81,      4.721E-01,     0,     0,    0.
   739991.,  5085395., 50, 82,      4.658E-01,     0,     0,    0.
   739991.,  5085445., 50, 83,      4.474E-01,     0,     0,    0.
   739991.,  5085495., 50, 84,      4.273E-01,     0,     0,    0.
   739991.,  5085545., 50, 85,      4.148E-01,     0,     0,    0.
   739991.,  5085595., 50, 86,      4.168E-01,     0,     0,    0.
   739991.,  5085645., 50, 87,      4.325E-01,     0,     0,    0.
   739991.,  5085695., 50, 88,      4.549E-01,     0,     0,    0.
   739991.,  5085745., 50, 89,      4.820E-01,     0,     0,    0.
   739991.,  5085795., 50, 90,      5.023E-01,     0,     0,    0.
   739991.,  5085845., 50, 91,      4.983E-01,     0,     0,    0.
   739991.,  5085895., 50, 92,      4.673E-01,     0,     0,    0.
   739991.,  5085945., 50, 93,      4.220E-01,     0,     0,    0.
   739991.,  5085995., 50, 94,      3.755E-01,     0,     0,    0.
   739991.,  5086045., 50, 95,      3.369E-01,     0,     0,    0.
   739991.,  5086095., 50, 96,      3.072E-01,     0,     0,    0.
   739991.,  5086145., 50, 97,      2.836E-01,     0,     0,    0.
   739991.,  5086195., 50, 98,      2.623E-01,     0,     0,    0.
   739991.,  5086245., 50, 99,      2.362E-01,     0,     0,    0.
   739991.,  5086295., 50,100,      1.999E-01,     0,     0,    0.
   740041.,  5081345., 51,  1,      3.931E-01,     0,     0,    0.
   740041.,  5081395., 51,  2,      5.220E-01,     0,     0,    0.
   740041.,  5081445., 51,  3,      5.911E-01,     0,     0,    0.
   740041.,  5081495., 51,  4,      6.437E-01,     0,     0,    0.
   740041.,  5081545., 51,  5,      6.778E-01,     0,     0,    0.
   740041.,  5081595., 51,  6,      7.014E-01,     0,     0,    0.
   740041.,  5081645., 51,  7,      7.019E-01,     0,     0,    0.
   740041.,  5081695., 51,  8,      7.174E-01,     0,     0,    0.
   740041.,  5081745., 51,  9,      7.441E-01,     0,     0,    0.
   740041.,  5081795., 51, 10,      7.712E-01,     0,     0,    0.
   740041.,  5081845., 51, 11,      7.951E-01,     0,     0,    0.
   740041.,  5081895., 51, 12,      7.924E-01,     0,     0,    0.
   740041.,  5081945., 51, 13,      7.937E-01,     0,     0,    0.
   740041.,  5081995., 51, 14,      8.114E-01,     0,     0,    0.
   740041.,  5082045., 51, 15,      1.007E+00,     1,     0,    0.
   740041.,  5082095., 51, 16,      1.107E+00,     1,     0,    0.
   740041.,  5082145., 51, 17,      1.140E+00,     1,     0,    0.
   740041.,  5082195., 51, 18,      1.079E+00,     1,     0,    0.
   740041.,  5082245., 51, 19,      1.017E+00,     1,     0,    0.
   740041.,  5082295., 51, 20,      1.017E+00,     1,     0,    0.
   740041.,  5082345., 51, 21,      1.060E+00,     1,     0,    0.
   740041.,  5082395., 51, 22,      1.091E+00,     1,     0,    0.
   740041.,  5082445., 51, 23,      1.119E+00,     2,     0,    0.
   740041.,  5082495., 51, 24,      1.191E+00,     3,     0,    0.
   740041.,  5082545., 51, 25,      1.233E+00,     3,     0,    0.
   740041.,  5082595., 51, 26,      1.269E+00,     4,     0,    0.
   740041.,  5082645., 51, 27,      1.318E+00,     6,     0,    0.
   740041.,  5082695., 51, 28,      1.357E+00,    17,     0,    0.
   740041.,  5082745., 51, 29,      1.401E+00,    20,     0,    0.
   740041.,  5082795., 51, 30,      1.471E+00,    31,     0,    0.
   740041.,  5082845., 51, 31,      1.558E+00,    42,     0,    0.
   740041.,  5082895., 51, 32,      1.826E+00,    54,     0,    0.
   740041.,  5082945., 51, 33,      2.233E+00,    62,     0,    0.
   740041.,  5082995., 51, 34,      2.409E+00,    75,     0,    0.
   740041.,  5083045., 51, 35,      2.958E+00,    87,     0,    0.
   740041.,  5083095., 51, 36,      3.528E+00,   100,     0,    0.
   740041.,  5083145., 51, 37,      3.993E+00,   113,     0,    0.
   740041.,  5083195., 51, 38,      4.911E+00,   124,     0,    0.
   740041.,  5083245., 51, 39,      6.147E+00,   133,     0,    0.
   740041.,  5083295., 51, 40,      6.972E+00,   151,     0,    0.
   740041.,  5083345., 51, 41,      7.736E+00,   181,     0,    0.
   740041.,  5083395., 51, 42,      9.902E+00,   257,     0,    0.
   740041.,  5083445., 51, 43,      1.356E+01,   355,     0,    0.
   740041.,  5083495., 51, 44,      1.808E+01,   502,     0,    0.
   740041.,  5083545., 51, 45,      2.663E+01,   683,     0,    0.
   740041.,  5083595., 51, 46,      4.544E+01,  1042,     0,    0.
   740041.,  5083645., 51, 47,      9.022E+01,  1693,     0,    0.
   740041.,  5083695., 51, 48,      2.325E+02,  3198,     0,    0.
   740041.,  5083745., 51, 49,      5.355E+02,  5504,     0,    0.
   740041.,  5083795., 51, 50,      2.868E+02,  2390,     0,    0.
   740041.,  5083845., 51, 51,      1.117E+02,   664,     0,    0.
   740041.,  5083895., 51, 52,      5.373E+01,   181,     0,    0.
   740041.,  5083945., 51, 53,      2.912E+01,    84,     0,    0.
   740041.,  5083995., 51, 54,      2.068E+01,    54,     0,    0.
   740041.,  5084045., 51, 55,      1.504E+01,    48,     0,    0.
   740041.,  5084095., 51, 56,      1.018E+01,    43,     0,    0.
   740041.,  5084145., 51, 57,      7.955E+00,    39,     0,    0.
   740041.,  5084195., 51, 58,      5.945E+00,    31,     0,    0.
   740041.,  5084245., 51, 59,      4.344E+00,    25,     0,    0.
   740041.,  5084295., 51, 60,      3.430E+00,    21,     0,    0.
   740041.,  5084345., 51, 61,      2.761E+00,    20,     0,    0.
   740041.,  5084395., 51, 62,      2.490E+00,    16,     0,    0.
   740041.,  5084445., 51, 63,      2.246E+00,    14,     0,    0.
   740041.,  5084495., 51, 64,      1.981E+00,    11,     0,    0.
   740041.,  5084545., 51, 65,      1.746E+00,     9,     0,    0.
   740041.,  5084595., 51, 66,      1.550E+00,     7,     0,    0.
   740041.,  5084645., 51, 67,      1.396E+00,     5,     0,    0.
   740041.,  5084695., 51, 68,      1.286E+00,     3,     0,    0.
   740041.,  5084745., 51, 69,      1.204E+00,     2,     0,    0.
   740041.,  5084795., 51, 70,      1.125E+00,     2,     0,    0.
   740041.,  5084845., 51, 71,      1.034E+00,     1,     0,    0.
   740041.,  5084895., 51, 72,      9.384E-01,     0,     0,    0.
   740041.,  5084945., 51, 73,      8.800E-01,     0,     0,    0.
   740041.,  5084995., 51, 74,      8.218E-01,     0,     0,    0.
   740041.,  5085045., 51, 75,      7.294E-01,     0,     0,    0.
   740041.,  5085095., 51, 76,      6.844E-01,     0,     0,    0.
   740041.,  5085145., 51, 77,      6.423E-01,     0,     0,    0.
   740041.,  5085195., 51, 78,      5.975E-01,     0,     0,    0.
   740041.,  5085245., 51, 79,      5.694E-01,     0,     0,    0.
   740041.,  5085295., 51, 80,      6.191E-01,     0,     0,    0.
   740041.,  5085345., 51, 81,      6.525E-01,     0,     0,    0.
   740041.,  5085395., 51, 82,      6.444E-01,     0,     0,    0.
   740041.,  5085445., 51, 83,      6.065E-01,     0,     0,    0.
   740041.,  5085495., 51, 84,      5.624E-01,     0,     0,    0.
   740041.,  5085545., 51, 85,      5.282E-01,     0,     0,    0.
   740041.,  5085595., 51, 86,      5.147E-01,     0,     0,    0.
   740041.,  5085645., 51, 87,      5.201E-01,     0,     0,    0.
   740041.,  5085695., 51, 88,      5.362E-01,     0,     0,    0.
   740041.,  5085745., 51, 89,      5.655E-01,     0,     0,    0.
   740041.,  5085795., 51, 90,      5.916E-01,     0,     0,    0.
   740041.,  5085845., 51, 91,      5.874E-01,     0,     0,    0.
   740041.,  5085895., 51, 92,      5.479E-01,     0,     0,    0.
   740041.,  5085945., 51, 93,      4.882E-01,     0,     0,    0.
   740041.,  5085995., 51, 94,      4.250E-01,     0,     0,    0.
   740041.,  5086045., 51, 95,      3.717E-01,     0,     0,    0.
   740041.,  5086095., 51, 96,      3.315E-01,     0,     0,    0.
   740041.,  5086145., 51, 97,      3.010E-01,     0,     0,    0.
   740041.,  5086195., 51, 98,      2.758E-01,     0,     0,    0.
   740041.,  5086245., 51, 99,      2.482E-01,     0,     0,    0.
   740041.,  5086295., 51,100,      2.111E-01,     0,     0,    0.
   740091.,  5081345., 52,  1,      3.553E-01,     0,     0,    0.
   740091.,  5081395., 52,  2,      4.768E-01,     0,     0,    0.
   740091.,  5081445., 52,  3,      5.449E-01,     0,     0,    0.
   740091.,  5081495., 52,  4,      5.988E-01,     0,     0,    0.
   740091.,  5081545., 52,  5,      6.412E-01,     0,     0,    0.
   740091.,  5081595., 52,  6,      6.768E-01,     0,     0,    0.
   740091.,  5081645., 52,  7,      6.975E-01,     0,     0,    0.
   740091.,  5081695., 52,  8,      7.251E-01,     0,     0,    0.
   740091.,  5081745., 52,  9,      7.665E-01,     0,     0,    0.
   740091.,  5081795., 52, 10,      7.981E-01,     0,     0,    0.
   740091.,  5081845., 52, 11,      8.342E-01,     0,     0,    0.
   740091.,  5081895., 52, 12,      8.555E-01,     0,     0,    0.
   740091.,  5081945., 52, 13,      8.908E-01,     0,     0,    0.
   740091.,  5081995., 52, 14,      9.093E-01,     0,     0,    0.
   740091.,  5082045., 52, 15,      9.104E-01,     0,     0,    0.
   740091.,  5082095., 52, 16,      9.282E-01,     0,     0,    0.
   740091.,  5082145., 52, 17,      9.814E-01,     0,     0,    0.
   740091.,  5082195., 52, 18,      9.826E-01,     0,     0,    0.
   740091.,  5082245., 52, 19,      9.890E-01,     0,     0,    0.
   740091.,  5082295., 52, 20,      9.835E-01,     0,     0,    0.
   740091.,  5082345., 52, 21,      9.737E-01,     0,     0,    0.
   740091.,  5082395., 52, 22,      9.861E-01,     0,     0,    0.
   740091.,  5082445., 52, 23,      1.000E+00,     1,     0,    0.
   740091.,  5082495., 52, 24,      1.050E+00,     1,     0,    0.
   740091.,  5082545., 52, 25,      1.091E+00,     3,     0,    0.
   740091.,  5082595., 52, 26,      1.155E+00,     6,     0,    0.
   740091.,  5082645., 52, 27,      1.233E+00,    13,     0,    0.
   740091.,  5082695., 52, 28,      1.329E+00,    17,     0,    0.
   740091.,  5082745., 52, 29,      1.450E+00,    23,     0,    0.
   740091.,  5082795., 52, 30,      1.620E+00,    32,     0,    0.
   740091.,  5082845., 52, 31,      1.823E+00,    39,     0,    0.
   740091.,  5082895., 52, 32,      2.052E+00,    53,     0,    0.
   740091.,  5082945., 52, 33,      2.377E+00,    62,     0,    0.
   740091.,  5082995., 52, 34,      2.755E+00,    74,     0,    0.
   740091.,  5083045., 52, 35,      3.147E+00,    84,     0,    0.
   740091.,  5083095., 52, 36,      3.575E+00,    92,     0,    0.
   740091.,  5083145., 52, 37,      3.944E+00,   108,     0,    0.
   740091.,  5083195., 52, 38,      4.731E+00,   127,     0,    0.
   740091.,  5083245., 52, 39,      5.970E+00,   140,     0,    0.
   740091.,  5083295., 52, 40,      7.036E+00,   154,     0,    0.
   740091.,  5083345., 52, 41,      8.216E+00,   178,     0,    0.
   740091.,  5083395., 52, 42,      1.018E+01,   250,     0,    0.
   740091.,  5083445., 52, 43,      1.331E+01,   365,     0,    0.
   740091.,  5083495., 52, 44,      1.844E+01,   509,     0,    0.
   740091.,  5083545., 52, 45,      2.864E+01,   701,     0,    0.
   740091.,  5083595., 52, 46,      4.432E+01,  1032,     0,    0.
   740091.,  5083645., 52, 47,      8.863E+01,  1513,     0,    0.
   740091.,  5083695., 52, 48,      2.710E+02,  1990,     0,    0.
   740091.,  5083745., 52, 49,      7.187E+02,  3335,     0,    0.
   740091.,  5083795., 52, 50,      2.221E+02,  2083,     0,    0.
   740091.,  5083845., 52, 51,      9.080E+01,   971,     0,    0.
   740091.,  5083895., 52, 52,      4.714E+01,   273,     0,    0.
   740091.,  5083945., 52, 53,      2.874E+01,    96,     0,    0.
   740091.,  5083995., 52, 54,      1.939E+01,    70,     0,    0.
   740091.,  5084045., 52, 55,      1.415E+01,    56,     0,    0.
   740091.,  5084095., 52, 56,      9.683E+00,    49,     0,    0.
   740091.,  5084145., 52, 57,      6.484E+00,    40,     0,    0.
   740091.,  5084195., 52, 58,      5.328E+00,    35,     0,    0.
   740091.,  5084245., 52, 59,      4.560E+00,    27,     0,    0.
   740091.,  5084295., 52, 60,      3.873E+00,    24,     0,    0.
   740091.,  5084345., 52, 61,      3.285E+00,    23,     0,    0.
   740091.,  5084395., 52, 62,      2.824E+00,    20,     0,    0.
   740091.,  5084445., 52, 63,      2.468E+00,    14,     0,    0.
   740091.,  5084495., 52, 64,      2.166E+00,     9,     0,    0.
   740091.,  5084545., 52, 65,      1.913E+00,     8,     0,    0.
   740091.,  5084595., 52, 66,      1.685E+00,     7,     0,    0.
   740091.,  5084645., 52, 67,      1.493E+00,     5,     0,    0.
   740091.,  5084695., 52, 68,      1.318E+00,     3,     0,    0.
   740091.,  5084745., 52, 69,      1.248E+00,     3,     0,    0.
   740091.,  5084795., 52, 70,      1.209E+00,     3,     0,    0.
   740091.,  5084845., 52, 71,      1.195E+00,     2,     0,    0.
   740091.,  5084895., 52, 72,      1.151E+00,     2,     0,    0.
   740091.,  5084945., 52, 73,      1.099E+00,     1,     0,    0.
   740091.,  5084995., 52, 74,      9.899E-01,     0,     0,    0.
   740091.,  5085045., 52, 75,      8.698E-01,     0,     0,    0.
   740091.,  5085095., 52, 76,      7.855E-01,     0,     0,    0.
   740091.,  5085145., 52, 77,      7.322E-01,     0,     0,    0.
   740091.,  5085195., 52, 78,      7.393E-01,     0,     0,    0.
   740091.,  5085245., 52, 79,      7.476E-01,     0,     0,    0.
   740091.,  5085295., 52, 80,      8.173E-01,     0,     0,    0.
   740091.,  5085345., 52, 81,      8.683E-01,     0,     0,    0.
   740091.,  5085395., 52, 82,      8.556E-01,     0,     0,    0.
   740091.,  5085445., 52, 83,      7.957E-01,     0,     0,    0.
   740091.,  5085495., 52, 84,      7.193E-01,     0,     0,    0.
   740091.,  5085545., 52, 85,      6.542E-01,     0,     0,    0.
   740091.,  5085595., 52, 86,      6.135E-01,     0,     0,    0.
   740091.,  5085645., 52, 87,      5.950E-01,     0,     0,    0.
   740091.,  5085695., 52, 88,      5.930E-01,     0,     0,    0.
   740091.,  5085745., 52, 89,      6.103E-01,     0,     0,    0.
   740091.,  5085795., 52, 90,      6.293E-01,     0,     0,    0.
   740091.,  5085845., 52, 91,      6.227E-01,     0,     0,    0.
   740091.,  5085895., 52, 92,      5.834E-01,     0,     0,    0.
   740091.,  5085945., 52, 93,      5.217E-01,     0,     0,    0.
   740091.,  5085995., 52, 94,      4.523E-01,     0,     0,    0.
   740091.,  5086045., 52, 95,      3.910E-01,     0,     0,    0.
   740091.,  5086095., 52, 96,      3.445E-01,     0,     0,    0.
   740091.,  5086145., 52, 97,      3.109E-01,     0,     0,    0.
   740091.,  5086195., 52, 98,      2.848E-01,     0,     0,    0.
   740091.,  5086245., 52, 99,      2.571E-01,     0,     0,    0.
   740091.,  5086295., 52,100,      2.198E-01,     0,     0,    0.
   740141.,  5081345., 53,  1,      3.307E-01,     0,     0,    0.
   740141.,  5081395., 53,  2,      4.271E-01,     0,     0,    0.
   740141.,  5081445., 53,  3,      4.633E-01,     0,     0,    0.
   740141.,  5081495., 53,  4,      4.887E-01,     0,     0,    0.
   740141.,  5081545., 53,  5,      4.982E-01,     0,     0,    0.
   740141.,  5081595., 53,  6,      5.324E-01,     0,     0,    0.
   740141.,  5081645., 53,  7,      5.610E-01,     0,     0,    0.
   740141.,  5081695., 53,  8,      5.781E-01,     0,     0,    0.
   740141.,  5081745., 53,  9,      6.057E-01,     0,     0,    0.
   740141.,  5081795., 53, 10,      6.327E-01,     0,     0,    0.
   740141.,  5081845., 53, 11,      6.481E-01,     0,     0,    0.
   740141.,  5081895., 53, 12,      6.725E-01,     0,     0,    0.
   740141.,  5081945., 53, 13,      7.101E-01,     0,     0,    0.
   740141.,  5081995., 53, 14,      7.311E-01,     0,     0,    0.
   740141.,  5082045., 53, 15,      7.473E-01,     0,     0,    0.
   740141.,  5082095., 53, 16,      7.720E-01,     0,     0,    0.
   740141.,  5082145., 53, 17,      8.097E-01,     0,     0,    0.
   740141.,  5082195., 53, 18,      8.370E-01,     0,     0,    0.
   740141.,  5082245., 53, 19,      8.635E-01,     0,     0,    0.
   740141.,  5082295., 53, 20,      9.153E-01,     0,     0,    0.
   740141.,  5082345., 53, 21,      9.317E-01,     0,     0,    0.
   740141.,  5082395., 53, 22,      9.708E-01,     0,     0,    0.
   740141.,  5082445., 53, 23,      1.067E+00,     1,     0,    0.
   740141.,  5082495., 53, 24,      1.136E+00,     2,     0,    0.
   740141.,  5082545., 53, 25,      1.204E+00,     3,     0,    0.
   740141.,  5082595., 53, 26,      1.270E+00,     6,     0,    0.
   740141.,  5082645., 53, 27,      1.317E+00,    11,     0,    0.
   740141.,  5082695., 53, 28,      1.366E+00,    13,     0,    0.
   740141.,  5082745., 53, 29,      1.423E+00,    16,     0,    0.
   740141.,  5082795., 53, 30,      1.501E+00,    29,     0,    0.
   740141.,  5082845., 53, 31,      1.587E+00,    36,     0,    0.
   740141.,  5082895., 53, 32,      1.685E+00,    43,     0,    0.
   740141.,  5082945., 53, 33,      1.826E+00,    63,     0,    0.
   740141.,  5082995., 53, 34,      2.083E+00,    68,     0,    0.
   740141.,  5083045., 53, 35,      2.420E+00,    83,     0,    0.
   740141.,  5083095., 53, 36,      2.664E+00,    96,     0,    0.
   740141.,  5083145., 53, 37,      3.099E+00,   109,     0,    0.
   740141.,  5083195., 53, 38,      3.984E+00,   118,     0,    0.
   740141.,  5083245., 53, 39,      4.964E+00,   128,     0,    0.
   740141.,  5083295., 53, 40,      5.867E+00,   149,     0,    0.
   740141.,  5083345., 53, 41,      7.407E+00,   169,     0,    0.
   740141.,  5083395., 53, 42,      1.002E+01,   229,     0,    0.
   740141.,  5083445., 53, 43,      1.321E+01,   357,     0,    0.
   740141.,  5083495., 53, 44,      1.899E+01,   502,     0,    0.
   740141.,  5083545., 53, 45,      2.527E+01,   688,     0,    0.
   740141.,  5083595., 53, 46,      3.942E+01,   873,     0,    0.
   740141.,  5083645., 53, 47,      6.847E+01,   860,     0,    0.
   740141.,  5083695., 53, 48,      1.081E+02,   849,     0,    0.
   740141.,  5083745., 53, 49,      1.441E+02,  1107,     0,    0.
   740141.,  5083795., 53, 50,      1.115E+02,  1289,     0,    0.
   740141.,  5083845., 53, 51,      5.920E+01,   887,     0,    0.
   740141.,  5083895., 53, 52,      3.845E+01,   316,     0,    0.
   740141.,  5083945., 53, 53,      2.644E+01,   109,     0,    0.
   740141.,  5083995., 53, 54,      1.864E+01,    75,     0,    0.
   740141.,  5084045., 53, 55,      1.320E+01,    61,     0,    0.
   740141.,  5084095., 53, 56,      1.051E+01,    54,     0,    0.
   740141.,  5084145., 53, 57,      7.980E+00,    50,     0,    0.
   740141.,  5084195., 53, 58,      6.042E+00,    41,     0,    0.
   740141.,  5084245., 53, 59,      5.348E+00,    34,     0,    0.
   740141.,  5084295., 53, 60,      5.137E+00,    29,     0,    0.
   740141.,  5084345., 53, 61,      4.595E+00,    26,     0,    0.
   740141.,  5084395., 53, 62,      3.454E+00,    23,     0,    0.
   740141.,  5084445., 53, 63,      2.440E+00,    18,     0,    0.
   740141.,  5084495., 53, 64,      1.969E+00,    13,     0,    0.
   740141.,  5084545., 53, 65,      1.840E+00,    12,     0,    0.
   740141.,  5084595., 53, 66,      1.721E+00,     8,     0,    0.
   740141.,  5084645., 53, 67,      1.592E+00,     5,     0,    0.
   740141.,  5084695., 53, 68,      1.467E+00,     3,     0,    0.
   740141.,  5084745., 53, 69,      1.532E+00,     3,     0,    0.
   740141.,  5084795., 53, 70,      1.635E+00,     3,     0,    0.
   740141.,  5084845., 53, 71,      1.694E+00,     3,     0,    0.
   740141.,  5084895., 53, 72,      1.591E+00,     3,     0,    0.
   740141.,  5084945., 53, 73,      1.374E+00,     2,     0,    0.
   740141.,  5084995., 53, 74,      1.141E+00,     2,     0,    0.
   740141.,  5085045., 53, 75,      9.805E-01,     0,     0,    0.
   740141.,  5085095., 53, 76,      8.949E-01,     0,     0,    0.
   740141.,  5085145., 53, 77,      8.716E-01,     0,     0,    0.
   740141.,  5085195., 53, 78,      8.804E-01,     0,     0,    0.
   740141.,  5085245., 53, 79,      9.229E-01,     0,     0,    0.
   740141.,  5085295., 53, 80,      9.836E-01,     0,     0,    0.
   740141.,  5085345., 53, 81,      1.029E+00,     1,     0,    0.
   740141.,  5085395., 53, 82,      1.004E+00,     1,     0,    0.
   740141.,  5085445., 53, 83,      9.236E-01,     0,     0,    0.
   740141.,  5085495., 53, 84,      8.205E-01,     0,     0,    0.
   740141.,  5085545., 53, 85,      7.276E-01,     0,     0,    0.
   740141.,  5085595., 53, 86,      6.548E-01,     0,     0,    0.
   740141.,  5085645., 53, 87,      6.085E-01,     0,     0,    0.
   740141.,  5085695., 53, 88,      5.884E-01,     0,     0,    0.
   740141.,  5085745., 53, 89,      5.897E-01,     0,     0,    0.
   740141.,  5085795., 53, 90,      5.968E-01,     0,     0,    0.
   740141.,  5085845., 53, 91,      5.899E-01,     0,     0,    0.
   740141.,  5085895., 53, 92,      5.590E-01,     0,     0,    0.
   740141.,  5085945., 53, 93,      5.071E-01,     0,     0,    0.
   740141.,  5085995., 53, 94,      4.442E-01,     0,     0,    0.
   740141.,  5086045., 53, 95,      3.848E-01,     0,     0,    0.
   740141.,  5086095., 53, 96,      3.381E-01,     0,     0,    0.
   740141.,  5086145., 53, 97,      3.051E-01,     0,     0,    0.
   740141.,  5086195., 53, 98,      2.804E-01,     0,     0,    0.
   740141.,  5086245., 53, 99,      2.542E-01,     0,     0,    0.
   740141.,  5086295., 53,100,      2.185E-01,     0,     0,    0.
   740191.,  5081345., 54,  1,      3.370E-01,     0,     0,    0.
   740191.,  5081395., 54,  2,      4.621E-01,     0,     0,    0.
   740191.,  5081445., 54,  3,      4.870E-01,     0,     0,    0.
   740191.,  5081495., 54,  4,      5.228E-01,     0,     0,    0.
   740191.,  5081545., 54,  5,      5.350E-01,     0,     0,    0.
   740191.,  5081595., 54,  6,      5.671E-01,     0,     0,    0.
   740191.,  5081645., 54,  7,      5.935E-01,     0,     0,    0.
   740191.,  5081695., 54,  8,      5.987E-01,     0,     0,    0.
   740191.,  5081745., 54,  9,      6.229E-01,     0,     0,    0.
   740191.,  5081795., 54, 10,      6.223E-01,     0,     0,    0.
   740191.,  5081845., 54, 11,      6.278E-01,     0,     0,    0.
   740191.,  5081895., 54, 12,      6.601E-01,     0,     0,    0.
   740191.,  5081945., 54, 13,      6.957E-01,     0,     0,    0.
   740191.,  5081995., 54, 14,      7.218E-01,     0,     0,    0.
   740191.,  5082045., 54, 15,      7.196E-01,     0,     0,    0.
   740191.,  5082095., 54, 16,      7.458E-01,     0,     0,    0.
   740191.,  5082145., 54, 17,      7.987E-01,     0,     0,    0.
   740191.,  5082195., 54, 18,      8.476E-01,     0,     0,    0.
   740191.,  5082245., 54, 19,      8.968E-01,     0,     0,    0.
   740191.,  5082295., 54, 20,      9.330E-01,     0,     0,    0.
   740191.,  5082345., 54, 21,      9.560E-01,     0,     0,    0.
   740191.,  5082395., 54, 22,      9.894E-01,     0,     0,    0.
   740191.,  5082445., 54, 23,      1.090E+00,     1,     0,    0.
   740191.,  5082495., 54, 24,      1.164E+00,     2,     0,    0.
   740191.,  5082545., 54, 25,      1.193E+00,     3,     0,    0.
   740191.,  5082595., 54, 26,      1.221E+00,     5,     0,    0.
   740191.,  5082645., 54, 27,      1.263E+00,     7,     0,    0.
   740191.,  5082695., 54, 28,      1.322E+00,     8,     0,    0.
   740191.,  5082745., 54, 29,      1.341E+00,    15,     0,    0.
   740191.,  5082795., 54, 30,      1.420E+00,    24,     0,    0.
   740191.,  5082845., 54, 31,      1.460E+00,    34,     0,    0.
   740191.,  5082895., 54, 32,      1.542E+00,    45,     0,    0.
   740191.,  5082945., 54, 33,      1.737E+00,    48,     0,    0.
   740191.,  5082995., 54, 34,      2.177E+00,    59,     0,    0.
   740191.,  5083045., 54, 35,      2.720E+00,    77,     0,    0.
   740191.,  5083095., 54, 36,      3.345E+00,    83,     0,    0.
   740191.,  5083145., 54, 37,      4.037E+00,    89,     0,    0.
   740191.,  5083195., 54, 38,      4.703E+00,   104,     0,    0.
   740191.,  5083245., 54, 39,      5.500E+00,   117,     0,    0.
   740191.,  5083295., 54, 40,      6.605E+00,   132,     0,    0.
   740191.,  5083345., 54, 41,      7.451E+00,   160,     0,    0.
   740191.,  5083395., 54, 42,      9.392E+00,   213,     0,    0.
   740191.,  5083445., 54, 43,      1.152E+01,   326,     0,    0.
   740191.,  5083495., 54, 44,      1.774E+01,   419,     0,    0.
   740191.,  5083545., 54, 45,      2.136E+01,   457,     0,    0.
   740191.,  5083595., 54, 46,      2.836E+01,   451,     0,    0.
   740191.,  5083645., 54, 47,      4.300E+01,   447,     0,    0.
   740191.,  5083695., 54, 48,      5.152E+01,   456,     0,    0.
   740191.,  5083745., 54, 49,      5.731E+01,   540,     0,    0.
   740191.,  5083795., 54, 50,      5.388E+01,   666,     0,    0.
   740191.,  5083845., 54, 51,      4.002E+01,   557,     0,    0.
   740191.,  5083895., 54, 52,      2.839E+01,   258,     0,    0.
   740191.,  5083945., 54, 53,      2.235E+01,   122,     0,    0.
   740191.,  5083995., 54, 54,      1.591E+01,    79,     0,    0.
   740191.,  5084045., 54, 55,      1.113E+01,    68,     0,    0.
   740191.,  5084095., 54, 56,      8.441E+00,    57,     0,    0.
   740191.,  5084145., 54, 57,      6.693E+00,    42,     0,    0.
   740191.,  5084195., 54, 58,      6.264E+00,    41,     0,    0.
   740191.,  5084245., 54, 59,      5.896E+00,    32,     0,    0.
   740191.,  5084295., 54, 60,      5.030E+00,    31,     0,    0.
   740191.,  5084345., 54, 61,      4.203E+00,    26,     0,    0.
   740191.,  5084395., 54, 62,      3.463E+00,    20,     0,    0.
   740191.,  5084445., 54, 63,      2.709E+00,    17,     0,    0.
   740191.,  5084495., 54, 64,      2.303E+00,    14,     0,    0.
   740191.,  5084545., 54, 65,      2.098E+00,    13,     0,    0.
   740191.,  5084595., 54, 66,      1.948E+00,    12,     0,    0.
   740191.,  5084645., 54, 67,      1.849E+00,    11,     0,    0.
   740191.,  5084695., 54, 68,      1.833E+00,     5,     0,    0.
   740191.,  5084745., 54, 69,      1.876E+00,     4,     0,    0.
   740191.,  5084795., 54, 70,      1.940E+00,     3,     0,    0.
   740191.,  5084845., 54, 71,      1.977E+00,     2,     0,    0.
   740191.,  5084895., 54, 72,      1.869E+00,     2,     0,    0.
   740191.,  5084945., 54, 73,      1.618E+00,     1,     0,    0.
   740191.,  5084995., 54, 74,      1.341E+00,     1,     0,    0.
   740191.,  5085045., 54, 75,      1.148E+00,     1,     0,    0.
   740191.,  5085095., 54, 76,      1.019E+00,     1,     0,    0.
   740191.,  5085145., 54, 77,      9.518E-01,     0,     0,    0.
   740191.,  5085195., 54, 78,      9.347E-01,     0,     0,    0.
   740191.,  5085245., 54, 79,      9.464E-01,     0,     0,    0.
   740191.,  5085295., 54, 80,      9.750E-01,     0,     0,    0.
   740191.,  5085345., 54, 81,      9.998E-01,     0,     0,    0.
   740191.,  5085395., 54, 82,      9.737E-01,     0,     0,    0.
   740191.,  5085445., 54, 83,      8.934E-01,     0,     0,    0.
   740191.,  5085495., 54, 84,      7.898E-01,     0,     0,    0.
   740191.,  5085545., 54, 85,      6.936E-01,     0,     0,    0.
   740191.,  5085595., 54, 86,      6.085E-01,     0,     0,    0.
   740191.,  5085645., 54, 87,      5.495E-01,     0,     0,    0.
